Başlık,Marka,Kullanım Amacı,Renk,Cihaz Ağırlığı,İşlemci Tipi,İşlemci,İşlemci Nesli,İşlemci Çekirdek Sayısı,Maksimum İşlemci Hızı,Ram (Sistem Belleği),Ram Tipi,Ekran Kartı,Ekran Kartı Tipi,Ekran Kartı Hafızası,Ekran Kartı Bellek Tipi,SSD Kapasitesi,Harddisk Kapasitesi,Ekran Boyutu,Max Ekran Çözünürlüğü,Ekran Özelliği,Ekran Yenileme Hızı,Ekran Panel Tipi,İşletim Sistemi,Çekilme Zamanı,Fiyat (TRY),Link
"HP Probook 450 G10 I7-1355U 16 GB Ram 512 GB SSD 15.6"" FreeFreedos Taşınabilir Bilgisayar 969H2ET K9",HP,,Gümüş,2 - 4 kg,Intel Core i7,1355U,13.Nesil,,5 GHz,16 GB,DDR4,Paylaşımlı,Dahili Ekran Kartı,Paylaşımlı,Paylaşımlı,512 GB,Yok,"15,6 inç",1920 x 1080,,,FHD,Yok (Free Dos),2025-12-03 01:22:02,33.189 TL,https://www.hepsiburada.com/hp-probook-450-g10-i7-1355u-16-gb-ram-512-gb-ssd-15-6-freefreedos-tasinabilir-bilgisayar-969h2et-k9-pm-HBC00007W9T6W
"Lenovo Ideapad Slim 3 83K2001RTR026 I5-13420H 40GB 512SSD 16"" Wuxga W11P Dizüstü Bilgisayar",Lenovo,Ofis ve İş,"Koyu Mavi, Koyu Mavi",2 kg ve Altı,Intel Core i5,13420H,13.Nesil,8,"4,6 GHz",,DDR5,Intel UHD Graphics,Dahili Ekran Kartı,Paylaşımlı,Paylaşımlı,,Yok,16 inç,1920 x 1200,WUXGA,60 Hz,IPS,Windows 11 Pro,2025-12-03 01:22:04,"38.415,04 TL",https://www.hepsiburada.com/lenovo-ideapad-slim-3-83k2001rtr026-i5-13420h-40gb-512ssd-16-wuxga-w11p-dizustu-bilgisayar-pm-HBC00009RADBZ
"MSI Msı Katana 17 Intel Core I7 13620H B13VFK-872XTR-41 48GB 4tb+4tb Rtx 4060 8gb Freedos 17.3"" Fhd 144Hz Taşınabilir Bilgisayar & B13VFK872XTRK41",MSI,Oyun ve Eğlence,Siyah,2 - 4 kg,Intel Core i7,Intel Core i7,13.Nesil,,"4,9 GHz",48 GB,DDR5,Nvidia GeForce RTX 4060,Yüksek Seviye Harici Ekran Kartı,8 GB,GDDR6,8 TB,Yok,"17,3 inç",1920 x 1080,Full HD,144 Hz,IPS,Yok (Free Dos),2025-12-03 01:22:06,181.999 TL,https://www.hepsiburada.com/msi-katana-17-intel-core-i7-13620h-b13vfk-872xtr-41-48gb-4tb-4tb-rtx-4060-8gb-freedos-17-3-fhd-144hz-tasinabilir-bilgisayar-b13vfk872xtrk41-pm-HBC000085KHER
"Lenovo Ideapad Slim 3 83K2001RTR024 I5-13420H 24GB 512SSD 16"" Wuxga W11P Dizüstü Bilgisayar",Lenovo,Ofis ve İş,"Koyu Mavi, Koyu Mavi",2 kg ve Altı,Intel Core i5,13420H,13.Nesil,8,"4,6 GHz",,DDR5,Intel UHD Graphics,Dahili Ekran Kartı,Paylaşımlı,Paylaşımlı,,Yok,16 inç,1920 x 1200,WUXGA,60 Hz,IPS,Windows 11 Pro,2025-12-03 01:22:08,27.899 TL,https://www.hepsiburada.com/lenovo-ideapad-slim-3-83k2001rtr024-i5-13420h-24gb-512ssd-16-wuxga-w11p-dizustu-bilgisayar-pm-HBC00009RACV9
"Lenovo V15 G4 I7-1355U 40GB 1 Tbssd Iris Xe Graphics 15.6"" Fhd Windows 11 Pro Notebook 83A100GPTRHMF20",Lenovo,Ofis ve İş,Siyah,2 kg ve Altı,Intel Core i7,1355U,13.Nesil,,5 GHz,40 GB,DDR4,Intel Irıs Graphics,Dahili Ekran Kartı,Paylaşımlı,Onboard,1 TB,Yok,"15,6 inç",1920 x 1080,Full HD,60 Hz,TN,Windows 11 Pro,2025-12-03 01:22:11,"35.027,03 TL",https://www.hepsiburada.com/lenovo-v15-g4-i7-1355u-40gb-1-tbssd-iris-xe-graphics-15-6-fhd-windows-11-pro-notebook-83a100gptrhmf20-pm-HBC00008LBDE0
Lenovo Loq 15IRX10 Intel Core I5 13450HX 24GB 512GB SSD RTX5050 Freedos 15.6” Fhd 83JE00EBTR,Lenovo,,Gri,2 - 4 kg,Intel Core i5,13450HX,13.Nesil,10,"4,6 GHz",,DDR5,Nvidia GeForce RTX 5050,Yüksek Seviye Harici Ekran Kartı,8 GB,GDDR7,,Yok,"15,6 inç",1920 x 1080,Full HD,144 Hz,IPS,FreeDos,2025-12-03 01:22:13,50.999 TL,https://www.hepsiburada.com/lenovo-loq-15irx10-intel-core-i5-13450hx-24gb-512gb-ssd-rtx5050-freedos-15-6-fhd-83je00ebtr-pm-HBC0000A1K14F
Dell Vostro 3520 I5-1235U 32GB 1tb SSD 15.6 Fhd FreeFreedso Taşınabilir Bilgisayar N3002PVNB3520UBU-05,Dell,Ofis ve İş,Siyah,2 kg ve Altı,Intel Core i5,Intel Core i5,12.Nesil,,"4,4 GHz",32 GB,DDR4,Intel Irıs Graphics,Dahili Ekran Kartı,Paylaşımlı,Onboard,1 TB,Yok,"15,6 inç",1920 x 1080,Full HD,120 Hz,WVA,Yok (Free Dos),2025-12-03 01:22:15,29.999 TL,https://www.hepsiburada.com/dell-vostro-3520-i5-1235u-32gb-1tb-ssd-15-6-fhd-freefreedso-tasinabilir-bilgisayar-n3002pvnb3520ubu-05-pm-HBC000078I406
Dell Pro 16 Plus PB16250 Ultra 7 265U 32GB 1tb SSD 16 Fhd+ Windows 11 Pro Taşınabilir Bilgisayar,Dell,Ofis ve İş,Gri,2 kg ve Altı,Intel Core Ultra 7,265U,Intel Core Ultra Serisi,,"5,3 GHz",,DDR5,Paylaşımlı,Dahili Ekran Kartı,Paylaşımlı,Onboard,,Yok,16 inç,1920 x 1200,Full HD,60 Hz,TN,Windows 11 Pro,2025-12-03 01:22:16,64.999 TL,https://www.hepsiburada.com/dell-pro-16-plus-pb16250-ultra-7-265u-32gb-1tb-ssd-16-fhd-windows-11-pro-tasinabilir-bilgisayar-pm-HBC00009HL960
"Dell Alienware 16 Aurora Intel Core i5-210H RTX4050-65W 16GB DDR5 RAM 512GB M.2 SSD 16"" 2K WQXGA Windows11 Home AC16250",Dell,,Lacivert,2 - 4 kg,Intel Core i5,210H,13.Nesil,,"4,8 GHz",,DDR5,Nvidia GeForce RTX 4050,Yüksek Seviye Harici Ekran Kartı,6 GB,GDDR6,,Yok,16 inç,2560 x 1600,,,IPS,Windows 11 Home,2025-12-03 01:22:18,43.599 TL,https://www.hepsiburada.com/dell-alienware-16-aurora-intel-core-5-210h-rtx4050-85w-16gb-ddr5-ram-512gb-m-2-ssd-16-2k-wqxga-windows11-home-ac16250-pm-HBC00009JRDY1
"Monster Tulpar T6 V3.3.9 Intel Core I7 13700HX 64 GB Ram 1 Tb SSD 8 GB Rtx 5060 Windows 11 Home 16"" Fhd+ 165 Hz Oyun Bilgisayarı",Monster,Oyun ve Eğlence,Siyah,2 - 4 kg,Intel Core i7,13700HX,13.Nesil,,5 GHz,,DDR5,Nvidia GeForce RTX 5060,Dahili Ekran Kartı,8 GB,GDDR7,,Yok,16 inç,1920 x 1200,Full HD,165 Hz,IPS,Windows 11 Home,2025-12-03 01:22:21,106.299 TL,https://www.hepsiburada.com/monster-tulpar-t6-v3-3-9-intel-core-i7-13700hx-64-gb-ram-1-tb-ssd-8-gb-rtx-5060-windows-11-home-16-fhd-165-hz-oyun-bilgisayari-p-HBCV00008P91MQ
"Monster Tulpar T6 V3.3.5 Intel Core I7 13700HX 32 GB Ram 1 Tb SSD 8 GB Rtx 5060 Windows 11 Home 16"" Fhd+ 165 Hz Oyun Bilgisayarı",Monster,Oyun ve Eğlence,Siyah,2 - 4 kg,Intel Core i7,13700HX,13.Nesil,,5 GHz,,DDR5,Nvidia GeForce RTX 5060,Dahili Ekran Kartı,8 GB,GDDR7,,Yok,16 inç,1920 x 1200,Full HD,165 Hz,IPS,Windows 11 Home,2025-12-03 01:22:23,87.599 TL,https://www.hepsiburada.com/monster-tulpar-t6-v3-3-5-intel-core-i7-13700hx-32-gb-ram-1-tb-ssd-8-gb-rtx-5060-windows-11-home-16-fhd-165-hz-oyun-bilgisayari-p-HBCV00008P91ZY
"Monster Tulpar T6 V3.3.3 Intel Core I7 13700HX 16 GB Ram 500 GB SSD 8 GB Rtx 5060 Windows 11 Home 16"" Fhd+ 165 Hz Oyun Bilgisayarı",Monster,Oyun ve Eğlence,Siyah,2 - 4 kg,Intel Core i7,13700HX,13.Nesil,,5 GHz,,DDR5,Nvidia GeForce RTX 5060,Dahili Ekran Kartı,8 GB,GDDR7,,Yok,16 inç,1920 x 1200,Full HD,165 Hz,IPS,Windows 11 Home,2025-12-03 01:22:25,75.799 TL,https://www.hepsiburada.com/monster-tulpar-t6-v3-3-3-intel-core-i7-13700hx-16-gb-ram-500-gb-ssd-8-gb-rtx-5060-windows-11-home-16-fhd-165-hz-oyun-bilgisayari-p-HBCV00008P91A4
"HP 250 G8 Intel Core I5-1135G7 16GB 1 Tb SSD W11PRO 15.6"" Taşınabilir Bilgisayar 853U8ES053",HP,,"Gümüş, Gümüş",1 - 2 kg,Intel Core i5,Intel Core i5,11.Nesil,,"4,2 GHz",16 GB,DDR4,Intel Iris Xe Graphics G7,Dahili Ekran Kartı,Paylaşımlı,Onboard,1 TB,Yok,"15,6 inç",1920 x 1080,,,SVA,Windows 11 Pro,2025-12-03 01:22:26,32.003 TL,https://www.hepsiburada.com/hp-250-g8-intel-core-i5-1135g7-16gb-1-tb-ssd-w11pro-15-6-tasinabilir-bilgisayar-853u8es053-pm-HBC000054RHTT
"Apple MacBook Air M3 16GB 256GB SSD macOS 13"" Taşınabilir Bilgisayar Gece Yarısı MC8K4TU/A",Apple,,Gri,2 kg ve Altı,Apple M3,Apple M3,Apple M3,,Yok,,Belirtilmemiş,Onboard,Dahili Ekran Kartı,Paylaşımlı,Onboard,,Yok,13 inç,2560 x 1440,,,Liquid Retina Ekran,macOS,2025-12-03 01:22:28,42.844 TL,https://www.hepsiburada.com/apple-macbook-air-m3-cip-8gb-512gb-ssd-macos-13-tasinabilir-bilgisayar-gece-yarisi-mrxw3tu-a-pm-HBC000061W6W8
"Acer Nitro 5 ANV15-51 NH.QNCEY.001A1 I5-13420H 8gb 1tbssd RTX3050 15.6"" Fhd Freedos Dizüstü BILGISAYAR-CNT002",Acer,,"Siyah, Siyah",2 - 4 kg,Intel Core i5,Intel Core i5,13.Nesil,,"4,6 GHz",,DDR5,Nvidia GeForce RTX 3050,Harici Ekran Kartı,6 GB,GDDR6,,Yok,"15,6 inç",1920 x 1080,Full HD,144 Hz,IPS,Yok (Free Dos),2025-12-03 01:22:30,"35.769,02 TL",https://www.hepsiburada.com/acer-nitro-5-anv15-51-nh-qncey-001a1-i5-13420h-8gb-1tbssd-rtx3050-15-6-fhd-freedos-dizustu-bilgisayar-cnt002-p-HBCV000074A4P8
"Acer Nitro 5 ANV15-51 NH.QNCEY.001A3 I5-13420H 16GB 1tbssd RTX3050 15.6"" Fhd Freedos Dizüstü BILGISAYAR-CNT004",Acer,,"Siyah, Siyah",2 - 4 kg,Intel Core i5,Intel Core i5,13.Nesil,,"4,6 GHz",,DDR5,Nvidia GeForce RTX 3050,Harici Ekran Kartı,6 GB,GDDR6,,Yok,"15,6 inç",1920 x 1080,Full HD,144 Hz,IPS,Yok (Free Dos),2025-12-03 01:22:32,"34.351,14 TL",https://www.hepsiburada.com/acer-nitro-5-anv15-51-nh-qncey-001a3-i5-13420h-16gb-1tbssd-rtx3050-15-6-fhd-freedos-dizustu-bilgisayar-cnt004-p-HBCV000074A2FN
Dell Alienware 16 Aurora Intel Core 7-240H 16GB DDR5 2TB SSD RTX5060 8GB 16 inç 2K WQXGA 120Hz WVA Ubuntu Gaming Laptop (AC16250-C71615U56Nv1) – 2 Yıl Yerinde Servis Garantisi,Dell,Oyun ve Eğlence,Koyu Mavi,,Intel Core 7,240H,2.Nesil,10,"5,2 GHz",,DDR5,Nvidia GeForce RTX 5060,Yüksek Seviye Harici Ekran Kartı,8 GB,GDDR7,,Yok,16 inç,2560 x 1600,WQXGA,120 Hz,WQXGA,Ubuntu,2025-12-03 01:22:34,63.999 TL,https://www.hepsiburada.com/dell-alienware-16-aurora-intel-core-7-240h-16gb-ddr5-2tb-ssd-rtx5060-8gb-16-inc-2k-wqxga-120hz-wva-ubuntu-gaming-laptop-ac16250-c71615u56nv1-2-yil-yerinde-servis-garantisi-p-HBCV0000AL12K4
"HP Omen 17-DB0021NT A44QSEA R7-8845HS 16 GB 1 Tb Nvme M.2 SSD 8 GB RTX4070 17.3"" Dos Dizüstü Bilgisayar",HP,Oyun ve Eğlence,Siyah,1 - 2 kg,AMD Ryzen 7,8845HS,8.Nesil,,"5,1 GHz",16 GB,DDR5,Nvidia GeForce RTX 4070,Harici Ekran Kartı,8 GB,GDDR6,1 TB,Yok,"17,3 inç",1920 x 1080,Full HD,144 Hz,IPS,Yok (Free Dos),2025-12-03 01:22:37,63.599 TL,https://www.hepsiburada.com/hp-omen-17-db0021nt-a44qsea-r7-8845hs-16-gb-1-tb-nvme-m-2-ssd-8-gb-rtx4070-17-3-dos-dizustu-bilgisayar-pm-HBC00006GO28F
"HP 250 G10 9G1E6ET02 I7-1355U 16GB 512SSD 15.6"" Fhd Freedos Dizüstü BILGISAYAR-CNT003",HP,,Gri,2 kg ve Altı,Intel Core i7,1355U,13.Nesil,,5 GHz,16 GB,DDR4,Intel Iris Xe Graphics,Dahili Ekran Kartı,Paylaşımlı,Paylaşımlı,512 GB,Yok,"15,6 inç",1920 x 1080,Full HD,60 Hz,FHD,Yok (Free Dos),2025-12-03 01:22:39,"27.038,20 TL",https://www.hepsiburada.com/hp-250-g10-9g1e6et02-i7-1355u-16gb-512ssd-15-6-fhd-freedos-dizustu-bilgisayar-cnt003-pm-HBC00007A3WV6
"Lenovo Thinkbook 14 I7-13700H 32 GB 512 GB SSD Intel UHD 14"" Freedos 21KG004NTR ZI703 + Zitek 16 GB Flash Bellek",Lenovo,,Gri,1 - 2 kg,Intel Core i7,Intel Core i7,13.Nesil,,5 GHz,32 GB,DDR5,Paylaşımlı,Dahili Ekran Kartı,Paylaşımlı,Onboard,512 GB,Yok,14 inç,1920 x 1200,WUXGA,60 Hz,IPS,Yok (Free Dos),2025-12-03 01:22:41,45.879 TL,https://www.hepsiburada.com/lenovo-thinkbook-14-i7-13700h-32-gb-512-gb-ssd-intel-uhd-14-freedos-21kg004ntr-zi703-zitek-16-gb-flash-bellek-pm-HBC00006G283S
"Lenovo Ideapad Slim 3 Intel Core I5 12450H 16GB 1tb SSD Windows 11 Pro 15.6"" Fhd Taşınabilir Bilgisayar 83ER00FWTR + Boz Çanta",Lenovo,Ofis ve İş,Gri,2 kg ve Altı,Intel Core i5,Intel Core i5,12.Nesil,,"4,4 GHz",16 GB,DDR5,Intel UHD Graphics,Dahili Ekran Kartı,Paylaşımlı,Onboard,1 TB,Yok,"15,6 inç",1920 x 1080,Full HD,60 Hz,TN,Windows 11 Pro,2025-12-03 01:22:43,27.999 TL,https://www.hepsiburada.com/lenovo-ideapad-slim-3-intel-core-i5-12450h-16gb-1tb-ssd-windows-11-pro-15-6-fhd-tasinabilir-bilgisayar-83er00fwtr-boz-canta-pm-HBC00007IJKAX
"Lenovo Ideapad Slim 3 Intel Core I5 13420H 16GB 1tb SSD 15.3"" Wuxga Windows 11 Home Taşınabilir Bilgisayar 83K1004ETRWZ2 - Lenovo Çanta",Lenovo,,Gri,2 kg ve Altı,Intel Core i5,13420H,13.Nesil,8,"4,6 GHz",,DDR5,Intel UHD Graphics,Dahili Ekran Kartı,Paylaşımlı,Onboard,,Yok,"15,3 inç",1920 x 1200,WUXGA,60 Hz,IPS,Windows 11 Home,2025-12-03 01:22:46,27.899 TL,https://www.hepsiburada.com/lenovo-ideapad-slim-3-intel-core-i5-13420h-16gb-1tb-ssd-15-3-wuxga-windows-11-home-tasinabilir-bilgisayar-83k1004etrwz2-lenovo-canta-pm-HBC00009281MH
"Lenovo Thinkbook 16 G7 Ryzen 5 7535HS 24GB Ddr5 1tb SSD Amd Radeon 660M 16"" Wuxga IPS 300NITS Windows 11 Pro Taşınabilir Bilgisayar 21MW000PTRH06 + Zettaçanta",Lenovo,Ofis ve İş,Gri,2 kg ve Altı,AMD Ryzen 5,7535HS,Ryzen,,"4,55 GHz",,DDR5,AMD Radeon 660M,Dahili Ekran Kartı,Paylaşımlı,Onboard,,Yok,16 inç,1920 x 1200,WUXGA,60 Hz,IPS,Windows 11 Pro,2025-12-03 01:22:48,"43.805,78 TL",https://www.hepsiburada.com/lenovo-thinkbook-16-g7-ryzen-5-7535hs-24gb-ddr5-1tb-ssd-amd-radeon-660m-16-wuxga-ips-300nits-windows-11-pro-tasinabilir-bilgisayar-21mw000ptrh06-zettacanta-p-HBCV0000A2MIM0
"Lenovo V15 G3 Iap I5-1235U 16 GB 1 Tbssd 15.6"" Fhd Windows 11 Home 82TT00C7TX BT12",Lenovo,Ofis ve İş,"Siyah, Siyah",1 - 2 kg,Intel Core i5,Intel Core i5,12.Nesil,,"4,4 GHz",16 GB,DDR4,Intel Iris Xe Graphics,Dahili Ekran Kartı,Paylaşımlı,Onboard,1 TB,Yok,"15,6 inç",1920 x 1080,,60 Hz,TN,Windows 11 Home,2025-12-03 01:22:50,29.799 TL,https://www.hepsiburada.com/lenovo-v15-g3-iap-i5-1235u-16-gb-1-tbssd-15-6-fhd-windows-11-home-82tt00c7tx-bt12-pm-HBC0000554WF4
"Casper Nirvana S100 Intel Core Ultra 7-255H 48GB DDR5 1TB Freedos Laptop 16"" S100.255H-GF00X-G-F",Casper,,Gri,2 kg ve Altı,Intel Core Ultra 7,255H,Series 2,,"5,1 GHz",,DDR5,Intel Graphics,Dahili Ekran Kartı,Paylaşımlı,Onboard,,Yok,16 inç,1920 x 1200,,,IPS,FreeDos,2025-12-03 01:22:52,42.199 TL,https://www.hepsiburada.com/casper-nirvana-s100-intel-core-ultra-7-255h-48gb-ddr5-1tb-freedos-laptop-16-s100-255h-gf00x-g-f-pm-HBC0000AA3DJW
"Lenovo Thinkbook 16 G7 Ryzen 5 7535HS 32GB Ddr5 1tb SSD Amd Radeon 660M 16"" Wuxga IPS 300NITS Windows 11 Pro Taşınabilir Bilgisayar 21MW000PTRH10 + Zettaçanta",Lenovo,Ofis ve İş,Gri,2 kg ve Altı,AMD Ryzen 5,7535HS,Ryzen,,"4,55 GHz",,DDR5,AMD Radeon 660M,Dahili Ekran Kartı,Paylaşımlı,Onboard,,Yok,16 inç,1920 x 1200,WUXGA,60 Hz,IPS,Windows 11 Pro,2025-12-03 01:22:54,"51.547,78 TL",https://www.hepsiburada.com/lenovo-thinkbook-16-g7-ryzen-5-7535hs-32gb-ddr5-1tb-ssd-amd-radeon-660m-16-wuxga-ips-300nits-windows-11-pro-tasinabilir-bilgisayar-21mw000ptrh10-zettacanta-p-HBCV0000A2MM24
"Lenovo Thinkbook 16 G7 Ryzen 5 7535HS 64GB Ddr5 1tb SSD Amd Radeon 660M 16"" Wuxga IPS 300NITS Windows 11 Pro Taşınabilir Bilgisayar 21MW000PTRH22 + Zettaçanta",Lenovo,Ofis ve İş,Gri,2 kg ve Altı,AMD Ryzen 5,7535HS,Ryzen,,"4,55 GHz",,DDR5,AMD Radeon 660M,Dahili Ekran Kartı,Paylaşımlı,Onboard,,Yok,16 inç,1920 x 1200,WUXGA,60 Hz,IPS,Windows 11 Pro,2025-12-03 01:22:56,"68.893,78 TL",https://www.hepsiburada.com/lenovo-thinkbook-16-g7-ryzen-5-7535hs-64gb-ddr5-1tb-ssd-amd-radeon-660m-16-wuxga-ips-300nits-windows-11-pro-tasinabilir-bilgisayar-21mw000ptrh22-zettacanta-p-HBCV0000A2MNME
"Lenovo Thinkbook 16 G7 Ryzen 5 7535HS 32GB Ddr5 4tb SSD Amd Radeon 660M 16"" Wuxga IPS 300NITS Windows 11 Pro Taşınabilir Bilgisayar 21MW000PTRH12 + Zettaçanta",Lenovo,Ofis ve İş,Gri,2 kg ve Altı,AMD Ryzen 5,7535HS,Ryzen,,"4,55 GHz",,DDR5,AMD Radeon 660M,Dahili Ekran Kartı,Paylaşımlı,Onboard,,Yok,16 inç,1920 x 1200,WUXGA,60 Hz,IPS,Windows 11 Pro,2025-12-03 01:22:58,"68.893,78 TL",https://www.hepsiburada.com/lenovo-thinkbook-16-g7-ryzen-5-7535hs-32gb-ddr5-4tb-ssd-amd-radeon-660m-16-wuxga-ips-300nits-windows-11-pro-tasinabilir-bilgisayar-21mw000ptrh12-zettacanta-p-HBCV0000A2MAC3
"Lenovo Thinkbook 16 G7 Ryzen 5 7535HS 32GB Ddr5 512GB SSD Amd Radeon 660M 16"" Wuxga IPS 300NITS Windows 11 Pro Taşınabilir Bilgisayar 21MW000PTRH09 + Zettaçanta",Lenovo,Ofis ve İş,Gri,2 kg ve Altı,AMD Ryzen 5,7535HS,Ryzen,,"4,55 GHz",,DDR5,AMD Radeon 660M,Dahili Ekran Kartı,Paylaşımlı,Onboard,,Yok,16 inç,1920 x 1200,WUXGA,60 Hz,IPS,Windows 11 Pro,2025-12-03 01:23:00,"46.549,78 TL",https://www.hepsiburada.com/lenovo-thinkbook-16-g7-ryzen-5-7535hs-32gb-ddr5-512gb-ssd-amd-radeon-660m-16-wuxga-ips-300nits-windows-11-pro-tasinabilir-bilgisayar-21mw000ptrh09-zettacanta-p-HBCV0000A2MJQH
"Lenovo Thinkbook 16 G7 Ryzen 5 7535HS 40GB Ddr5 1tb SSD Amd Radeon 660M 16"" Wuxga IPS 300NITS Windows 11 Pro Taşınabilir Bilgisayar 21MW000PTRH14 + Zettaçanta",Lenovo,Ofis ve İş,Gri,2 kg ve Altı,AMD Ryzen 5,7535HS,Ryzen,,"4,55 GHz",,DDR5,AMD Radeon 660M,Dahili Ekran Kartı,Paylaşımlı,Onboard,,Yok,16 inç,1920 x 1200,WUXGA,60 Hz,IPS,Windows 11 Pro,2025-12-03 01:23:03,"53.899,78 TL",https://www.hepsiburada.com/lenovo-thinkbook-16-g7-ryzen-5-7535hs-40gb-ddr5-1tb-ssd-amd-radeon-660m-16-wuxga-ips-300nits-windows-11-pro-tasinabilir-bilgisayar-21mw000ptrh14-zettacanta-p-HBCV0000A2NMJB
"Lenovo Thinkbook 16 G7 Ryzen 5 7535HS 40GB Ddr5 4tb SSD Amd Radeon 660M 16"" Wuxga IPS 300NITS Windows 11 Pro Taşınabilir Bilgisayar 21MW000PTRH16 + Zettaçanta",Lenovo,Ofis ve İş,Gri,2 kg ve Altı,AMD Ryzen 5,7535HS,Ryzen,,"4,55 GHz",,DDR5,AMD Radeon 660M,Dahili Ekran Kartı,Paylaşımlı,Onboard,,Yok,16 inç,1920 x 1200,WUXGA,60 Hz,IPS,Windows 11 Pro,2025-12-03 01:23:05,"71.245,78 TL",https://www.hepsiburada.com/lenovo-thinkbook-16-g7-ryzen-5-7535hs-40gb-ddr5-4tb-ssd-amd-radeon-660m-16-wuxga-ips-300nits-windows-11-pro-tasinabilir-bilgisayar-21mw000ptrh16-zettacanta-p-HBCV0000A2MR2H
"HP 255 G10 Ryzen 7 7730U 32 GB 1 Tb SSD Windows 11 Pro Radeon Graphics 15.6"" Full Hd Taşınabilir Bilgisayar 9G1F9ETCB5",HP,Ofis ve İş,Gümüş,2 kg ve Altı,AMD Ryzen 7,AMD Ryzen 7,Ryzen,,"4,5 GHz",32 GB,DDR4,AMD Radeon Vega 8,Dahili Ekran Kartı,Paylaşımlı,Onboard,1 TB,Yok,"15,6 inç",1920 x 1080,Full HD,60 Hz,IPS,Windows 11 Pro,2025-12-03 01:23:07,32.000 TL,https://www.hepsiburada.com/hp-255-g10-ryzen-7-7730u-32-gb-1-tb-ssd-windows-11-pro-radeon-graphics-15-6-full-hd-tasinabilir-bilgisayar-9g1f9etcb5-pm-HBC00008NB9XV
"Lenovo Thinkbook 16 G7 Ryzen 5 7535HS 40GB Ddr5 512GB SSD Amd Radeon 660M 16"" Wuxga IPS 300NITS Windows 11 Pro Taşınabilir Bilgisayar 21MW000PTRH13 + Zettaçanta",Lenovo,Ofis ve İş,Gri,2 kg ve Altı,AMD Ryzen 5,7535HS,Ryzen,,"4,55 GHz",,DDR5,AMD Radeon 660M,Dahili Ekran Kartı,Paylaşımlı,Onboard,,Yok,16 inç,1920 x 1200,WUXGA,60 Hz,IPS,Windows 11 Pro,2025-12-03 01:23:09,"48.803,78 TL",https://www.hepsiburada.com/lenovo-thinkbook-16-g7-ryzen-5-7535hs-40gb-ddr5-512gb-ssd-amd-radeon-660m-16-wuxga-ips-300nits-windows-11-pro-tasinabilir-bilgisayar-21mw000ptrh13-zettacanta-p-HBCV0000A2MSXS
"Lenovo Thinkbook 16 G7 Ryzen 5 7535HS 48GB Ddr5 2tb SSD Amd Radeon 660M 16"" Wuxga IPS 300NITS Windows 11 Pro Taşınabilir Bilgisayar 21MW000PTRH19 + Zettaçanta",Lenovo,Ofis ve İş,Gri,2 kg ve Altı,AMD Ryzen 5,7535HS,Ryzen,,"4,55 GHz",,DDR5,AMD Radeon 660M,Dahili Ekran Kartı,Paylaşımlı,Onboard,,Yok,16 inç,1920 x 1200,WUXGA,60 Hz,IPS,Windows 11 Pro,2025-12-03 01:23:11,"65.267,78 TL",https://www.hepsiburada.com/lenovo-thinkbook-16-g7-ryzen-5-7535hs-48gb-ddr5-2tb-ssd-amd-radeon-660m-16-wuxga-ips-300nits-windows-11-pro-tasinabilir-bilgisayar-21mw000ptrh19-zettacanta-p-HBCV0000A2MP0H
"Lenovo Thinkbook 16 G7 Ryzen 5 7535HS 64GB Ddr5 4tb SSD Amd Radeon 660M 16"" Wuxga IPS 300NITS Windows 11 Pro Taşınabilir Bilgisayar 21MW000PTRH24 + Zettaçanta",Lenovo,Ofis ve İş,Gri,2 kg ve Altı,AMD Ryzen 5,7535HS,Ryzen,,"4,55 GHz",,DDR5,AMD Radeon 660M,Dahili Ekran Kartı,Paylaşımlı,Onboard,,Yok,16 inç,1920 x 1200,WUXGA,60 Hz,IPS,Windows 11 Pro,2025-12-03 01:23:13,"86.239,78 TL",https://www.hepsiburada.com/lenovo-thinkbook-16-g7-ryzen-5-7535hs-64gb-ddr5-4tb-ssd-amd-radeon-660m-16-wuxga-ips-300nits-windows-11-pro-tasinabilir-bilgisayar-21mw000ptrh24-zettacanta-p-HBCV0000A2F2UM
"Lenovo Thinkbook 16 G7 Ryzen 5 7535HS 16GB Ddr5 512GB SSD Amd Radeon 660M 16"" Wuxga IPS 300NITS Windows 11 Pro Taşınabilir Bilgisayar 21MW000PTRH01 + Zettaçanta",Lenovo,Ofis ve İş,Gri,2 kg ve Altı,AMD Ryzen 5,7535HS,Ryzen,,"4,55 GHz",,DDR5,AMD Radeon 660M,Dahili Ekran Kartı,Paylaşımlı,Onboard,,Yok,16 inç,1920 x 1200,WUXGA,60 Hz,IPS,Windows 11 Pro,2025-12-03 01:23:16,"37.827,78 TL",https://www.hepsiburada.com/lenovo-thinkbook-16-g7-ryzen-5-7535hs-16gb-ddr5-512gb-ssd-amd-radeon-660m-16-wuxga-ips-300nits-windows-11-pro-tasinabilir-bilgisayar-21mw000ptrh01-zettacanta-p-HBCV0000A2MFP6
